z1,z2,z3,Class
0.8370557,-0.28779596,0.0034569912,5
0.97839856,-0.101287544,0.0034868992,0
0.96050644,-1.1389661,0.0044760955,4
1.5399752,-0.6201381,0.0048394073,1
1.3628228,-0.7091386,0.0046601724,9
0.15503359,-1.0721834,0.003199506,2
1.368046,-1.0693831,0.0050207796,1
0.8253195,-0.34010404,0.0034905635,3
1.4493711,-1.0536194,0.0051276325,1
1.2240918,-0.77788514,0.0045188777,4
1.0476239,-0.6190116,0.004097952,3
1.2287569,-0.9136879,0.004658872,5
-0.06334758,-0.7640045,0.0025693541,3
0.88094187,-0.35229415,0.00358614,6
1.2891188,-1.092828,0.004925054,1
1.1819913,-0.50643986,0.0041897707,7
0.42046213,-0.8053059,0.0033373046,2
1.2104125,-0.56103295,0.0042859656,8
1.5803821,-0.7070388,0.004985262,6
1.3029773,-0.83644885,0.0046948446,9
0.8038001,-0.16596717,0.0032876893,4
0.7314427,-0.2579624,0.003268967,0
1.5057404,-0.83257955,0.0049959524,9
1.5395231,-0.6138944,0.0048326137,1
1.3584497,-0.6834509,0.0046284427,1
-0.07063234,-0.3261425,0.0021296432,2
1.1831541,-0.8541927,0.0045320406,4
0.36875057,-0.01732105,0.002487947,3
0.41081357,0.14752823,0.0023897758,2
1.205236,-1.0352027,0.004742491,7
-0.2708677,-1.2743149,0.0027570035,3
0.9972131,-0.60215825,0.004005647,8
1.3579144,-0.4907431,0.0044389367,6
1.2611923,-0.68666095,0.0044853394,9
0.9319079,-0.37024134,0.0036803517,0
1.3459861,-0.8747272,0.004797,5
1.4733908,-0.4041857,0.004527823,6
1.0564353,-0.16353697,0.003665199,0
0.5524955,-1.1016471,0.0038260235,7
0.9042468,-0.40843529,0.003676158,6
1.5127425,-0.8672392,0.00504042,1
1.2369857,-0.51788825,0.004283677,8
1.312794,-1.1149611,0.0049823266,7
1.4629278,-0.96678656,0.0050629913,9
1.0892172,-0.80561084,0.0043432154,3
1.3944554,-0.70587105,0.0047045387,9
1.0820642,-0.5051903,0.0040382864,8
1.2189314,-0.71505135,0.004449591,5
1.3449228,-0.8101844,0.0047322004,9
0.94581723,-0.44590658,0.0037753596,3
1.0222473,-0.41457742,0.0038596103,3
0.42665458,0.04822427,0.0025108352,0
0.8021085,-0.5128409,0.0036248062,7
1.0504298,-1.031806,0.0045063817,4
0.8702028,-0.63858837,0.0038503325,9
1.0644786,-0.5967366,0.004101485,8
-0.02638042,-0.039215624,0.0019152248,0
1.3850026,-0.8519296,0.0048333458,9
1.1205478,-0.322787,0.003917543,4
1.6092274,-0.6416792,0.004964636,1
-0.34339118,-1.0185535,0.0023975065,4
1.507761,-0.7893433,0.0049566533,4
1.2401087,-0.2851333,0.004060458,6
0.26572418,-0.4703998,0.0027766824,0
0.95373654,-0.70092195,0.00403698,4
1.163208,-0.9482443,0.0045941435,5
0.9467733,-0.4447655,0.00377568,6
1.4095681,-0.9080221,0.004925211,1
-0.05998969,-0.30715543,0.0021270544,0
0.88838625,-0.012162864,0.0032642758,0
1.1040409,-0.66048545,0.0042233984,1
1.2421577,-0.5150737,0.0042886976,7
1.4975924,-0.96787924,0.0051161866,1
0.92252326,-0.49654382,0.0037899166,6
1.170445,-0.23790449,0.003909457,3
1.1219547,-0.13807625,0.0037387894,0
0.5614481,-0.4164297,0.0031685168,2
1.5908341,-0.79808635,0.0050901324,1
1.4233665,-0.7594585,0.004800486,1
1.1696286,-0.63930625,0.0043012844,7
0.9167621,0.048077404,0.0032479572,9
1.0250196,-0.13754052,0.0035925028,0
0.085739374,-0.40060955,0.0024376991,2
0.96709585,-0.34868068,0.0037121521,6
0.75562,-0.7128989,0.0037507988,7
1.278415,-0.5070748,0.004335385,8
0.30570412,-0.861803,0.0032200646,3
1.1728799,-0.5990507,0.0042667547,9
0.0022301674,-0.01357168,0.001933136,0
1.1151366,-0.83229107,0.0044083158,4
1.0066645,-0.08843821,0.0035168212,6
0.9605472,-0.7067227,0.0040529016,7
1.1485538,-0.7875914,0.004414796,4
0.821502,-0.4663288,0.0036084233,6
1.19767,-0.46354192,0.0041713407,8
0.96402144,0.10632974,0.0032619801,0
1.4628823,-0.8335411,0.0049324473,7
