z1,z2,z3,Class
0.9747537,-0.0045424104,-0.19644362,5
0.39030302,0.039592177,0.38652375,0
0.013789974,-0.02335143,-0.6314418,4
1.0066931,0.0021086335,-0.6484636,1
1.1856898,-0.03021264,-0.53586626,9
0.51208127,-0.015442878,0.73960984,2
1.8814281,-0.008926123,-0.8275852,1
1.071087,0.032602906,-0.21619183,3
2.0610652,-0.04793966,-1.1139234,1
0.6013104,-0.016899109,0.021243215,4
0.85602385,0.012552738,-0.41049337,3
1.3613346,-0.024253458,0.6521576,5
-0.38685217,0.018021256,0.6298864,3
0.37940282,-0.025532544,0.080197945,6
2.1222508,-0.05072099,-1.062752,1
1.0627297,-0.0047869384,-0.34311318,7
1.0694422,0.022126645,0.6051738,2
1.0961453,-0.021159917,-0.25080496,8
1.1180136,-0.016030937,-0.23584664,6
1.6457138,-0.019994855,-0.88535774,9
-0.11680244,-0.017478526,0.329141,4
0.28634778,0.059536755,0.45395598,0
1.1099756,-0.016173303,-0.53531003,9
0.9803341,-0.0040299594,-0.6097901,1
0.6209815,-0.0076259673,0.066403925,1
-0.07956648,0.010654509,0.6353854,2
1.0241435,-0.011256278,-0.737008,4
0.520083,0.029309273,-0.21229094,3
0.19065253,0.03371802,-0.14475885,2
1.0256121,0.011279643,-0.13133487,7
-0.32321468,0.026128054,1.1036742,3
0.5081799,0.021172106,-0.1900608,8
0.5782819,-0.033316493,0.13474707,6
1.4247822,-0.01743403,-0.3167671,9
0.027354736,0.0017894804,-0.9205774,0
1.1403198,-0.024562389,0.64909744,5
0.63409,-0.0064677,-0.31614637,6
0.31151238,0.015580803,-0.16815522,0
0.44835722,-0.0428946,0.3898877,7
0.69115907,-0.017561197,-0.37860757,6
1.6656451,-0.03203401,-0.9154285,1
1.0422449,0.015946418,-0.374183,8
1.4063082,-0.011519045,-1.1548828,7
1.4090933,-0.005529523,-0.99447,9
0.58756083,-0.017888159,-0.29410756,3
1.1223272,-0.005774021,-0.6589176,9
0.92570275,0.012019247,-0.55249965,8
1.088133,0.012441903,0.14079206,5
0.83839476,-0.008004963,-0.53137845,9
0.9459776,0.009914637,0.016841084,3
0.7573245,0.030090928,-0.31412756,3
-0.25778645,0.030418307,0.35349163,0
0.18966955,-0.0064648986,-0.33537632,7
0.7787519,-0.0020452142,-0.21419239,4
0.048742387,-0.016850859,0.017421395,9
0.74501944,0.015009999,-0.32481694,8
-0.3141188,0.019874126,0.38657114,0
1.0864327,-0.0050352216,-0.5207038,9
0.35817504,-0.034759015,-0.48585576,4
1.0201482,-0.00039291382,-0.5016306,1
0.287057,-0.011294484,1.350646,4
1.094142,0.009548277,-0.2323628,4
0.5932574,0.014730275,-0.72516954,6
-0.29222193,0.0679501,0.18843603,0
0.43789133,-0.0043623745,-0.049649864,4
1.404105,-0.027287215,0.510768,5
0.6760082,-0.013868123,-0.08439863,6
1.3472203,-0.016818196,-0.61360484,1
-0.1671948,0.031046152,0.8259581,0
-0.011812929,0.0059554577,-0.7649336,0
0.7179673,-0.021422863,-0.1977342,1
1.1542871,-0.010652393,-0.24844527,7
1.606735,-0.050432354,-0.47246397,1
0.49166295,-0.012134314,-0.19685417,6
0.5650615,0.032610387,-0.6409164,3
0.7454757,-0.013757646,-0.2959937,0
0.119242474,-0.030474454,0.42748058,2
0.91089755,0.009101421,-0.69446564,1
1.1482823,0.014062852,-0.49565512,1
1.0478433,-0.00836736,-0.26785922,7
0.354933,-0.036329627,-0.15478912,9
-0.022836316,-0.023273408,-0.86313725,0
0.338068,0.034737945,0.38736162,2
0.26556727,0.010352135,0.7490296,6
0.7666259,-0.032895833,-0.85508156,7
0.8647861,0.0066930056,0.021515042,8
